index,literal_version
28,"Артем медленно встал с места около огня и, перебрасывая оружие спереди на грудь, направился в темноту. Остановившись возле границы освещённой зоны, он громко и заметно щёлкнул затвором автомата и хрипло прокричал:
– Стойте! Назовите пароль!
Из темноты, где несколько минут назад слышались необычные звуки и приглушённые голоса, послышались быстрые и частые шаги. Кто-то поспешно удалялся глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся обратно к костру и сказал Петру Андреевичу:
– Нет, мне действительно показалось. Человек не назвал себя и убежал.
– Ты глупец! Мы же говорили тебе: если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно!
– Нет... Мне кажется, это вовсе не люди... Шумы были очень необычными... И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были враги, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время враги сразу атакуют открыто — некоторые нападения совершались безоружными людьми, другие дерзко пытались захватить пулемёт, стоя прямо напротив него. Но этот человек сразу сбежал... Похоже, он проявлял признаки страха.
– Хорошо, Артем! Очень уж ты мудрый стал! Твоя задача действовать согласно инструкции, а не рассуждать долго. Это мог быть разведчик противника. Он увидел, что нас немного, и теперь возможно организует нападение большими силами... Вероятно, скоро мы будем убиты противником, подобно случаю на станции Полежаевская, а всё лишь потому, что ты своевременно не уничтожил нарушителя...
Артём ощутил беспокойство, мысленно представляя себе пространство туннеля после отметки семьсот метров. Даже подумать о посещении этого участка вызывало чувство сильного страха. Никто ранее не решался заходить дальше седьмой сотни метров на север. Патруль регулярно проезжал до пятисотой отметки, проверял границу фонариком и убедившись, что никаких угроз не обнаружено, быстро возвращался. Разведывательные группы, состоящие из крепких мужчин, бывших морских пехотинцев, также ограничивались шестьюстами восемьюдесятью метрами. Они скрывали светящиеся сигареты в руках и напряжённо наблюдали сквозь приборы ночного видения. Затем осторожно и бесшумно отходили обратно, внимательно следя за туннелем и ни в коем случае не поворачиваясь к нему спиной."
29,"На Третьем транспортном кольце медленно двигались миллионы машин, дневной свет освещал включенные фары, пыль от колёс висела в воздухе, люди выходили из подземного перехода, город выглядел живым. Илья испытывал желание прикоснуться ко всему вокруг, провести рукой по предметам, окружающим его. Уже семь лет он мечтал почувствовать соприкосновение с Москвой.

— Мне нужно добраться до Лобни.

Сильно изменился внешний вид электричек.

Раньше он видел грязные зелёные вагоны с испорченными окнами, нарисованные надписи на стенах, деревянные общие лавки, пол был покрыт шелухой семян подсолнуха, пролившееся пиво долго высыхало, везде ощущался запах пива. Теперь же появились чистые белоснежные составы с жёлтыми полосами вдоль бортов, внутри установлены удобные кресла для каждого пассажира отдельно. Люди вели себя сдержанно, аккуратнее стали выглядеть благодаря новым поездам.

— Ты не хочешь пойти со мной посмотреть ледовое представление с участием Навки? — спросила одна женщина другую. — В прошлый раз мне понравилось, зрелище потрясающее.

— Возможно, и пошла бы. Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина симпатичный, внушительный, эффектный, — ответила другая женщина, выглядевшая значительно старше первой и накрасившаяся поверх утомлённого лица.

— Нет уж, — возразила первая собеседница. — Она могла найти кого-нибудь лучше. Мне больше нравится Сергей Лавров. Лавров замечательный человек. Я бы предпочла отправиться куда-либо именно с ним. Лавров гораздо решительнее вашего усатого.

Илья прислушивался к разговору, но не мог разобраться в сути беседы. Электричка задерживалась. У него возникло чувство голода, желудок пустовал и неприятно ныл. Покупать чебуреки возле вокзала он отказался, поскольку стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери?

Ему страстно захотелось отведать эти щи трёхдневной давности, добавив немного сметаны сверху, измельчив сухарик хлеба прямо в тарелку, как делал в детстве после примера своего деда. Затем размочить кусочки хлебной корочки в супе, но оставить их слегка твёрдыми, вдохнуть аромат блюда и осторожно положить горячую ложку в рот."
30,"Кот спрыгнул со стула и побежал следом за ним.

В помещении Алексей Кириллович поставил чашку на стол, покрытый множеством документов, расположился в кресле, поместил перед собой стопку печатных страниц и начал пролистывать их:

– Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части, зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник.

Алексей Кириллович открыл ящик стола, взял ломтик хлеба, накрытый салфеткой, и, продолжая читать листы, принялся аккуратно отделять небольшие куски, периодически запивая их чаем:

– Продолжим... так... итак... произведение матрицы на число распределительно относительно операции сложения чисел... понятно... дальше... уже знакомо... где именно рассматривается тема линейной комбинации?... так... обозначение Кронекера равно нулю тогда, когда совокупность квадратных матриц формирует алгебраическую систему относительно операций суммирования и умножения... но какое это имеет отношение к делу? Где представлены два тензорных пространства? Ведь они идентичны.

Частицы хлеба падали ему на ноги, крошились на полу. Кот устроился на диване, уложив голову между передних конечностей.

– Как возможно классифицировать тензорные величины? Эти объекты принадлежат внешней структуре, глупец... следовательно... почему стоит анализировать билинейную конструкцию? Шутник! Необходимо выяснить характеристики левого тензорного поля, а не характеристику полиномиального выражения... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит принципам евклидова пространства! Боже мой! Х-х-х! Удивительная вещь: полярная запись базовой полиномиальной функции именуется скалярным рассеиванием! Хо-хо-хо! Совершенно бессмысленно и никак не связано!"
31,"Из группы выходит участник боя: крупный работник скотного двора, лицо широкое. Сбрасывает верхнюю одежду, надевает перчатки, вытирает нос. Мы ожидали такой поворот событий, потому Погода Сиволай снимает свою черную одежду, освобождается от головного убора с меховой отделкой, расстегивает парчовое верхнее платье, слегка двигает мускулистой рукой, обернутой красной тканью, подмигивает мне и выходит вперёд. В боях кулачных Погода значительно превосходит противника. Рост небольшой, однако плечи широкие, костяк крепкий, ловок и проворен. Ударить по лицу Покоя непросто. Зато получить удар от него легко.

Пристально смотрит Погода на оппонента, щурится, шевелит шёлковым поясом:

– Готов ли принять поражение?

– Хвастаться не стоит до начала сражения!

Противники перемещаются по кругу, оценивают друг друга. Несмотря на различия во внешнем виде, положении и принадлежности различным хозяевам, оба созданы одинаково из русской плоти и крови. Решительны русские люди.

Собираемся вокруг площадки для боя, объединяемся с людьми своего хозяина. Это обычное дело здесь. Все равны – и крестьянин, и дворянин, и правительственный служащий. Кулачный бой является самостоятельным действием.

Улыбаясь, Погода подмигивает работнику скотного двора, напрягая мышцы рук. Работник не сдержался, бросился первым ударом тяжёлого кулака. Наклоняется Погода, одновременно бьет работника в живот резким движением. Тот вскрикнул, но терпит боль. Погода вновь кружится вокруг, делает плавные движения руками, насмешливо мигает глазами, высовывает красный язык. Работник игнорирует подобные манёвры, тяжело дышит и вновь замахивается кулаком. Однако Погода опережает его – левый удар в скулу, правый по грудной клетке – хруст! хруст! Рёбра ломаются. Тяжёлого удара вновь избежал. Громко кричит работник скотного двора, машет большими кулаками, теряет перчатку. Безрезультатно: снова получает удары в область живота и носа – резко! Мужчина отступает назад, словно дикий зверь зимой. Скрещивает пальцы обеих рук, громко рычит, разрезает холодный воздух движениями тела. Напрасно: бах! бах! бах! Быстро работает рука Погоды: теперь уже и лицо рабочего залито кровью, один глаз заплыл, нос течёт кровяной жидкостью. Брызги ярко-красной жидкости летят, блестят подобно драгоценностям в лучах зимнего солнца, оседают на плотно утрамбованном снегу."
32,"Привет, Алёна, моя взрослая дочь. Я полагаю, что важнейшее в жизни — это чувство любви. Однако почему мне выпали такие испытания, ведь я сильно любила свою дочь! Очень сильно любила Андрея!

Сейчас моя жизнь закончилась, несмотря на то, что мой возраст никому не заметен. Однажды незнакомый мужчина принял меня сзади за молодую девушку, когда спросил дорогу: «Девушка, извините, скажите, пожалуйста, как пройти туда-то?» Мужчина был грязным, вспотевшим, вероятно имел деньги и смотрел дружелюбно, говоря, что гостиницы уже заполнены. Нам известна ваша ситуация! Желаете бесплатно остановиться здесь за небольшой подарок — пол-килограмма фруктов и небольшие дополнительные услуги вроде кипячения чая, стирки постельного белья и запирания двери, чтобы вы не беспокоили нас просьбами. У меня все сразу ясно в голове, как будто я шахматистка. Я пишу стихи. Некоторым людям нравится термин «поэтесса». Посмотрим, что говорят другие авторы, похожие на меня по имени: одна носит имя Анна Андреевна, другая также Анна, но отчество отличается — Андриановна. Во время редких выступлений прошу называть себя именно так: поэт Анна — далее фамилию моего супруга. Дети внимательно слушают мои выступления. Мне известно отношение детей ко взрослым. Мой муж Тимофей сопровождает меня повсюду, сидит рядом со сценой, никогда не в зрительском зале. Иногда у него проявляется невольное напряжение мышц лица, вызванное нервной реакцией. Я улыбаюсь и нежно поглаживаю голову Тима, произнося фразу из известного детского произведения: «Мы с Тамарой вместе ходим». Однако некоторые глупые устроители мероприятий воспринимают это серьёзно и предлагают: «Пусть Тамара посмотрит выступление из зала», не понимая, что это строка из стиха Агнии Барто."
33,"Это произошло давно, когда я родила двух детей подряд за два года. Это был мой очередной неудачный выбор человека, когда, будучи молодой женщиной двадцать девять лет, с короткой стрижкой, худая, я оказалась в ситуации, которую можно сравнить с сумасшедшей археологической экспедицией. Вначале мы были незнакомы друг с другом: один человек смотрел на найденный камень с ржавым осколком, а другой спросил нас, что мы здесь делаем. Когда я взглянула на него, он заметил мою мальчишескую внешность и удивился. Так началась наша история, полные дней и ночей радости, когда я работала поэтом после педагогического института и была уволена из газеты, где раньше трудилась журналистом, из-за романа с женатым мужчиной-художником, у которого уже было трое детей, которых я мечтала воспитывать сама, глупая женщина! Жена художника быстро появилась и сказала мне, что мне должно быть стыдно, сообщив об этом главному редактору. После этого ей дали ранее обещанную трёхкомнатную квартиру, потому что до этого они жили вместе с матерью её супруга в одной комнате, тогда как я предоставляла место для работы своему любовнику, несмотря на недовольство матери, резко осуждавшей, что он живёт за мой счёт, не вступая в брак. Затем, потеряв работу в газете, я отправилась добровольцем в археологическую экспедицию, результатом которой стали мои дети Андрей и Алёна, теперь снова живущие в одной комнате вместе с настойчиво настаивающей на своём мнение матерью. Мы пожили некоторое время, осознавая реальную ситуацию, пока мой муж переживал болезненный бракоразводный процесс в городе Куйбышеве. Его жена приехала посмотреть на беременную меня, точнее говоря, она стояла у двери, когда он открыл её, и увидела жену с подростком-пятнадцатилетним сыном, желающими обсудить важный вопрос."
34,"Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба, наши колонны периодически останавливались, направляя во всех направлениях разведывательные группы. Поэтому мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного направления. Бесконечные подразделения пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями. Их появление свидетельствовало о завершении преследования врага, поскольку противник прекратил отступление и готовился вступить в сражение.

Наша разведывательная группа должна была выяснить маршрут продвижения одного из подразделений пехоты и обеспечить защиту его фланга. Во время выполнения задания мы столкнулись с кавалерийским патрулем, получившим аналогичное задание. У офицера-драгуна был разорван сапог — результат попадания вражеской копья днем ранее, однако он получил лишь незначительное ранение, тогда как погибло около восьми немецких солдат. Быстро определив местоположение неприятеля после нескольких пробных маневров и последующего обстрела, мы спокойно двинулись дальше, размышляя о предстоящей еде: картофеле и чае.

Однако, едва мы покинули лесной массив и дозорный взобрался на возвышение, прозвучал выстрел с противоположной стороны возвышенности. Вернувшись обратно в лес, мы заметили полную тишину. Когда дозорный снова появился над гребнем, последовал еще один выстрел, и на этот раз пуля задела ухо лошади. Спешившись, мы расположились на краю леса и начали наблюдение. Постепенно с вершины соседнего холма появилась немецкая военная каска, затем фигура всадника, которого я смог подробно рассмотреть в бинокль благодаря характерному светлому цвету его усов. Солдаты шепотом произносили: «Вот он, вот он». Однако офицер решил дождаться появления большего числа врагов, считая бессмысленным вести огонь по одиночному солдату. Мы держали цель на мушке, внимательно изучая ее в оптическом приборе и рассуждая о социальном статусе наблюдаемого человека."
35,"Одесса оставляет странное впечатление у приезжего с севера. Похожа на иностранный город, подвергшийся русскому влиянию благодаря стараниям администратора. Здесь большие кафе, заполненные людьми, похожими на торговых агентов. По вечерам люди прогуливаются по улице Дерибасовская, атмосфера напоминает парижский бульвар Сен-Мишель. Привычный одесский диалект отличается особыми произношениями, неправильной формой падежных окончаний и необычными словами. Такое ощущение, что именно этот способ речи отражает психологию города: детскую веру в могущество ловкости и страстное стремление добиться успеха. Когда я печатал визитные карточки в местной типографии, заметил свежевышедший выпуск одесской вечерней газеты, издаваемой здесь же. Открыв газету, обнаружил стихотворение Сергея Городецкого, которое отличалось изменением единственной строки и было опубликовано анонимно. Управляющий типографией сообщил, что стих был предоставлен начинающим поэтом, выдавшим произведение за собственное творение.

Безусловно, среди жителей Одессы немало безупречно честных и достойных уважения людей, причем не только с точки зрения северных стандартов. Однако эти граждане не определяют общую атмосферу. На Востоке возникли небольшие активные группы людей, которым принадлежит будущее. Эти группы представлены такими местами, как Порт-Саид, Смирна, Одесса.

10 апреля мы отправились в плавание на корабле Добровольного флота «Тамбов». Всего около двух недель назад неспокойное и небезопасное Чёрное море пребывало в полном покое, напоминающем гладкость озера. Под воздействием судна волны плавно расходились, двигаясь равномерно, словно механизированный орган корабля, скрытый от глаз пассажиров. Вода была спокойной, и лишь слабо заметная зеленоватая линия следовала за судном. За ним устремлялись стаи дельфинов, иногда приближаясь вплотную и демонстрируя свои влажные спинки. Затем наступила ночь, первая после выхода в открытое море. Небо освещали редко наблюдаемые звёзды, вода звучала громче обычного. Возможно ли, чтобы кто-либо никогда не видел морской поверхности?

Утро 12 числа — Стамбул. Перед нами снова предстал привычный пейзаж пролива Босфор, заливов, лодок с белоснежными парусами, где находятся улыбающиеся турки, домов, расположенных вдоль склонов побережья, окружённых кипарисовыми деревьями и цветами сирени, укреплений древности, башен и зубчатых стен замков, а также особого солнца Стамбула, яркого, но мягкого.

Мимо нас проплывала флотилия военных кораблей европейских государств, направленная в Босфор на случай волнений. Флот неподвижно стоял серым пятном, символизируя угрозу многолюдному и живописному городу. Около восьми утра началась церемония исполнения национальных гимнов. Сначала раздался английский гимн, исполненный уверенно и горделиво, затем российский — торжественно и благочестиво, а испанская версия оказалась столь праздничной и яркой, словно представляла собой собрание молодых танцующих мужчин и женщин."
36,"Я доверяю тем людям, которые представляют его другим, нежели я привыкла воспринимать, и вот причины такого доверия. Прежде всего, я могла наблюдать лишь один аспект его личности (лучший) – поскольку я была посторонним человеком, вероятно, недостаточно понятной двадцатилетней женщиной иностранного происхождения; кроме того, я лично отметила значительное изменение в нём, когда мы вновь повстречались в 1911 году. Его внешность стала значительно мрачной и истощённой.

В десятом году я встречалась с ним крайне редко, всего несколько раз. Несмотря на это, он всю зиму отправлял письма. То обстоятельство, что он пишет стихи, он мне не сообщал.

Теперь я осознаю, что именно моя способность интуитивно понимать мысли людей, проникать в сновидения окружающих и другие незначительные особенности привлекли его особое внимание, хотя близкие ко мне люди уже давно воспринимают такие способности как нечто обыденное. Он постоянно повторял фразу: «Мы общаемся». Нередко произносил также слова: «Только вы способны осуществить подобное».

Скорее всего, мы оба тогда не сознавали одно важное обстоятельство: события, происходившие между нами, являлись подготовительным этапом наших жизненных путей: его жизнь оказалась весьма короткой, моя же продолжилась намного дольше. Искусство ещё не успело повлиять на наши судьбы, оставляя период свежести и лёгкости до рассвета. Однако будущее, которое неизбежно предшествует своей реальной явью появлением признаков, уже давало о себе знать: оно чувствовалось в тревожащих моментах сна, пугало образом ужасающего Парижа Бодлера, таящегося поблизости. Всё возвышенное в Амедео проявлялось едва заметно среди общего сумрачного фона.

Его лицо походило на изображение Антиноя, глаза мерцали золотистыми бликами, он выглядел совершенно непохожим на всех остальных. Его голос сохранился в моей памяти навсегда. Я наблюдала его бедствующим, оставалось неясным, благодаря чему он существует. В качестве художника он не получил даже минимального общественного одобрения."
37,"Вид города сильно потряс меня, и я написала рассказ об этой встрече. Примерно тогда же появились рассказы «Три сирени» и «Чтение стихов на фронте в Териоках». Написание прозы представлялось мне одновременно загадочным и привлекательным занятием. Поэтическое творчество я понимала изначально хорошо, однако совершенно не имела представления о написании прозы. Мой первый прозаический опыт был высоко оценён окружающими, хотя сама я этому не доверяла. Я пригласила Зощенко посмотреть работу. Он рекомендовал исключить некоторые части и одобрил остальное. Это вызвало моё удовлетворение. После ареста сына я уничтожила этот текст вместе с остальными материалами архива.

Мои интересы давно включали художественное переводоведение. В период после войны я занималась переводом многих произведений. Продолжаю заниматься этим и теперь.

В 1962 году завершилось создание поэмы «Поэма без героя», над которой я работала двадцать два года.

Весной прошлого года, незадолго до юбилея Данте, я вновь слышала итальянскую речь во время поездки в Рим и на Сицилию. Весной 1965 года я отправилась в Великобританию, откуда родом Шекспир: наблюдала английское небо и берег Атлантики, встретилась с давними знакомыми и обзавелась новыми приятелями, ещё раз побывала в Париже.

Я продолжала создавать стихотворения. Через них я ощущала свою причастность ко времени и новым этапам жизни своего народа. Во время работы над стихами я воспринимала ритмы, характерные для выдающихся исторических событий своей родины. Мне повезло жить в такой исторический период и стать свидетелем исключительных событий."
38,"Парень только так подумал, девушка сразу обернулась. Взгляд у нее веселый, улыбается и обращается полушутливо:  
— Что ты, Степан Петрович, смотришь на девушку бесплатно? За такое удовольствие надо платить. Подойди ближе. Давай поговорим немного.   
Парень испугался, конечно, но виду не показывает, держится уверенно. Хотя девушка загадочная и сильная, однако она всего лишь женщина. Но парню тоже неловко проявить робость перед девушкой. Поэтому отвечает:  
— Нет времени общаться. Мы уже заснули позже положенного, теперь идём искать нужную траву.  
Девушка снова рассмеялась и сказала:  
— Перестань играть роль музыканта. Я серьезно говорю — подойди сюда, есть важное дело.  
Парень понял, что другого выхода нет. Подходит к девушке, а та жестом руки просит обойти горную породу с другой стороны. Обогнул камень и увидел огромное количество ящериц разных видов. Некоторые зелёные, некоторые голубые с оттенком синевы, другие напоминают глину или песчинки с золотистыми пятнами. Есть прозрачные, словно стекло или слюдяные пластинки, есть тусклые, похожие на увядшую траву, а ещё такие, у которых красивый рисунок. Девушка продолжает смеяться:  
— Будь осторожнее, чтобы не раздавить моих маленьких помощников, Степан Петрович. Ты такой крупный и тяжёлый, а они совсем маленькие. — Затем хлопнула в ладони, ящерицы мгновенно разбежались, освободив проход. Парень подошёл ближе, остановился, а девушка вновь захлопала руками и произнесла всё еще смеясь:  
— Сейчас тебе негде сделать шаг. Уничтожишь моего помощника — неприятности будут."
39,"Не взяли его на заводскую работу — слишком маленькая была вакансия, ненадолго хватило бы места. Приказчик отправил его помощником пастуха. Но и здесь Данилко оказался неподходящим работником. Мальчишка был старательным, однако постоянно допускал ошибки. Часто задумывался над чем-то своим. Увидит какую-нибудь травинку и уставится взглядом, а коровы пасутся далеко. Старый пастух оказался добрым человеком, жалел сироту, но иногда сердился:  
— Что же получится из тебя, Данилко? Сам погубишь свою жизнь и заставишь меня отвечать за твои промахи. Как такое допустимо? О чём думаешь вообще?  
— Сам, дедушка, не понимаю… Просто смотрел немного. Видел маленькую букашку, ползущую по листочку. Она сама синенькая, а снизу желтые пятнышки видны, лист широкий, края острые, похожи на узор. Здесь лист кажется тёмным, а посредине ярко-зелёный, словно недавно покрасили… А букашка медленно движется.  
— Ты совсем глупый, Данилко? Разве тебе нужно изучать насекомых? Пусть ползёт дальше, а твоя обязанность следить за стадом. Предупреждаю, прекрати эти пустяки, иначе расскажу обо всём приказчику!   
Только одно занятие удалось Даниле — научиться играть на рожке лучше старого пастуха. Получалось почти профессионально. Вечером после возвращения стада девушки и женщины просили:  
— Давай сыграешь песню, Данила.  
Данилко начинал играть мелодию. Песни были необычные, звучали приятно, наподобие шума леса, журчания ручья или птичьего щебета. Женщины полюбили эти песни. Одни чинили одежду, другие отрезали ткань на портянки, третьи шили новые рубашки. За едой разговора даже не возникало — каждая старалась угостить повкуснее и побольше. Пастух-старик также любил песни Данилы. Однако и тут случались неприятности. Начинал Данила играть музыку и забывал обо всём вокруг, словно коровы исчезли. Именно во время игры произошла беда."
40,"В хату зашла крупная рыжеватая собака с черной полосой вдоль спины. Под глазами у неё находились чёрные полосы, изгибавшиеся наподобие оправы очков. Из-за этого её глаза выглядели крупными, и таким взглядом она словно задавала вопрос: «Почему ты зовёшь меня, хозяин?».
Антипыч особым образом посмотрел на неё, и собака мгновенно осознала намерения человека: он приглашал её исключительно ради дружеского общения, забавы, игры… Травка начала энергично махать хвостом, постепенно приседая всё ниже и ниже до тех пор, пока, приблизившись вплотную к коленям старика, не улеглась на спину, выставив наружу белый живот с двенадцатью тёмными сосочками. Когда Антипыч лишь слегка вытянул руку, намереваясь её почесать, собака внезапно встрепенулась, запрыгнула на него лапами и принялась лизать его в разные части лица: в нос, щёки, губы.
— Хватит, хватит, — произнёс он, усмиряя животное и стирая слюну рукавом.
Затем он ласково провёл рукой по её голове и добавил:
— Достаточно, возвращайся обратно.
Собака развернулась и ушла во двор.
— Так-то вот, ребята, — проговорил Антипыч. — Это Травка, охотничья собака, ей достаточно единственного указания, чтобы понять суть дела, тогда как вы, неразумные, задаёте вопросы типа: «Где находится истина?» Хорошо, приезжайте сюда. Но если пропустите нужный момент, я расскажу обо всём Травке.
Вскоре после смерти Антипыча началась Великая Отечественная война. Никто другой не занял должность сторожа, и жилище Антипыча оказалось заброшенным. Домик сильно износился, значительно превзойдя возраст своего владельца, и поддерживался специальными подпорками. Однажды ветер разрушил постройку, она тут же рассыпалась подобно карточному строению, которое легко рушится даже от слабого дуновения ребёнка. За один год высокие стебли растения Иван-чая пробились сквозь древесные элементы строения, оставив от дома небольшой земляной бугор, покрытый алыми цветками. Собака Травка переехала в картофельно-хранилище и приспособилась вести жизнь животного в лесных условиях."
41,"Человек, который ни разу не видел, как растёт клюква, может пройти большое расстояние по болоту и не заметить, что он находится среди зарослей этой ягоды. Например, черника растёт так: тонкий стебелек поднимается вертикально вверх, вдоль него расположены небольшие зелёные листья, похожие на крылья, и на концах листьев находятся мелкие чёрные ягоды, покрытые серым пухом. Брусника отличается ярко-красными плодами и тёмно-зелёными листьями плотной структуры, сохраняющими цвет даже зимой; часто эти ягоды настолько многочисленны, что поверхность земли выглядит окрашенной красным цветом. Ещё один типичный обитатель болот — голубика, обладающая крупными синими ягодами, растущими группами. Иногда в отдалённых районах встречается костяника — красновато-рубиновые плоды, расположенные гроздьями. Однако единственная ягода, которую сложно увидеть сразу, — это весенняя клюква. Она скрывается между комочками почвы и практически незаметна снаружи до тех пор, пока на небольшом участке не скопится значительное количество ягод. Тогда сверху видно нечто вроде случайно разбросанных красных точек. Когда человек наклоняется, чтобы сорвать одну ягоду, он обнаруживает, что она соединена тонкой нитью с целой группой аналогичных плодов. Можно аккуратно извлечь из почвы длинную цепочку крупных ярко-красных ягод.
Возможно, причина такой популярности клюквы заключается в её высокой стоимости весной, полезных свойствах и приятном вкусе напитка, приготовленного с добавлением этой ягоды. Но независимо от причины сборщики клюквы нередко проявляют чрезмерную алчность. Однажды пожилая женщина собрала столько ягод, что не смогла самостоятельно нести тяжёлую корзину домой, однако ей было жалко оставить собранное, и она оказалась в затруднительном положении рядом с полным сосудом. Другая ситуация возникает, когда две женщины одновременно находят богатые места сбора и, опасаясь конкуренции, ложатся на землю и двигаются осторожно, стремясь собрать больше урожая, несмотря на риск оказаться друг напротив друга и вступить в конфликт."
