text_id,author,source,link,year_of_creation,text_domen,original_text,idiomatic_expressions,len,word_count,ratio,idiom_count,ratio_2
69,,Ридус,https://dzen.ru/a/Zgygk7vFkgwX6st-,2024,новостной,"В декабре 2022 года президент РФ Владимир Путин призвал правительство начать выделять средства Фонда национального благосостояния (ФНБ) на льготный лизинг воздушного и водного транспорта.

В рамках программы поддержки лизинга гражданских воздушных судов до 2030 года с софинансированием на рынок планируется поставить более 450 самолетов и 460 вертолетов, сообщали в ""Ростехе"". Приобретать технику для последующей передачи авиаперевозчикам по льготным ставкам будут лизинговые компании, основной пакет заказов придется на ГТЛК.

В 2023 году из ФНБ было уже выделено почти 300 миллиардов рублей на выкуп 162 самолетов ""Аэрофлота"", S7, ""Уральских авиалиний"" и ""Авроры"". Из этого транша ""Аэрофлоту"" была выделена львиная доля - около 250 миллиардов! И самое интересное, что эти средства пошли на выкуп иностранной авиационной техники!

Кроме того, средства из ФНБ выделялись НЛК под 1,5% на 15 лет. ""Аэрофлот"" получил самолеты от НЛК в операционный лизинг, а частные авиакомпании - в финансовый (после истечения контракта воздушные суда перейдут в их собственность). ""Аэрофлот"" будет выплачивать лизинговые платежи из своей прибыли. А если учесть, что валовая прибыль компании в 2023 году по РСБУ составила 7,274 миллиарда рублей по сравнению с убытком на 49,943 миллиарда годом ранее, то выплачивать лизинговые платежи будет не из чего.

И совсем уже не смешно. Коммерческие и управленческие расходы ""Аэрофлота"" почти сравнялись с прибылью компании и составили 6,438 миллиарда и 10,592 миллиарда рублей по РСБУ соответственно.

Правда, в компании говорят, что основной вклад в снижение коммерческих расходов 2023 году на 46,9%, или на 5,964 миллиарда рублей, по сравнению с 2022 годом внес переход на отечественную систему бронирования ""Леонардо"". Но компания тем не менее ""продолжает программу контроля за расходами""!

И еще совсем непонятно, почему государственные средства выделяются частным авиакомпаниям. Ведь и дураку ясно, что, выделяя миллионы рублей на выкуп иностранных самолетов, Россия активно поддерживает экономику не совсем дружественных нам государств. А наши авиакомпании, получив халявные средства, в следующем году, когда их не будет, начнут поднимать цены на билеты.","львиная доля
И самое интересное, что эти средства пошли на выкуп иностранной авиационной техники!
совсем уже не смешно
и дураку ясно
халявные средства",301,19,"6,312292359",5,"1,661129568"
70,,RuNews24.ru,https://dzen.ru/a/agZrmVU4_3gzPwel,2026,новостной,"В погоне за финансовой независимостью многие готовы положить все сбережения в банк, чтобы жить на проценты. Однако экономисты предупреждают: из-за инфляции и налогов такая стратегия медленно, но верно уничтожает капитал.

Казалось бы, что может быть надежнее, чем уйти на покой с солидной суммой на депозите? На примере ставок Сбербанка и Т-Банка эксперты разложили математику мечты по полочкам. Выяснилось, что даже для пассивного дохода на уровне средней зарплаты по стране потребуется сумма от 13 до 18,9 миллиона рублей в зависимости от условий.

При этом психологический фактор здесь играет злую шутку: устав от кризисов и выгорания, люди часто переоценивают стабильность банковского вклада, путая его с защитой от инфляции. Но реальность, как подчеркивают аналитики, оказалась суровее: если не реинвестировать проценты, богаче вы не станете.

Самый большой парадокс «рантье по-русски» кроется не в ставках, а в их разнице с инфляцией, пишет «Прайм».

«Если весь процентный доход тратится, — предупреждает глава правления банка, — его реальная покупательная способность со временем снижается». Представьте: банк начисляет 10%, инфляция съедает 5%.

Реально ваш портфель растет только на половину. Но если вы тратите все 10%, то ежегодно теряете 5% капитала. Через десяток лет на те же деньги вы сможете купить в два раза меньше. Так мечта о беззаботной жизни превращается в дорогу к постепенному обнищанию.

Кроме инфляции, на пути к вечному отдыху лежат два стражника: налог и риск отзыва лицензии. С 2026 года не облагается налогом лишь доход со вкладов до 160 тысяч рублей — все, что выше, будет отдано государству по ставке 13-15%. А систему страхования, которая гарантирует возврат лишь 1,4 миллиона рублей, эксперты сравнивают с «ловушкой для крупных вкладчиков».

Чтобы обезопасить несколько миллионов, их нужно разбивать по десяткам банков, что превращает управление деньгами в настоящую работу. Именно поэтому аналитики советуют не зацикливаться на вкладах, а диверсифицировать риски, добавляя в портфель облигации, недвижимость или даже акции, если ситуация на рынке позволяет.","уйти на покой
эксперты разложили математику мечты по полочкам
психологический фактор здесь играет злую шутку
парадокс «рантье по-русски» кроется не в ставках
инфляция съедает
ваш портфель растет
на пути к вечному отдыху лежат два стражника: налог и риск отзыва лицензии
ловушкой для крупных вкладчиков
",296,37,"12,5",9,"3,040540541"
71,Светлана Добрицкая,Новороссийский рабочий,https://novorab.ru/2026/05/16/gornichnye-oficzianty-povara-kogo-zhdut-letom-v-novorossijske-na-sezonnuyu-rabotu/,2026,новостной,"Журналист «Новороссийского рабочего» проанализировала объявления на одном из популярных сайтов.

Требуются официанты в кафе, рестораны и в банный комплекс. Предлагается работать за 3-4 тыс. рублей за смену (месячный заработок от 50 до 65 тыс. рублей).

Повару-мангальщику в одном из известных ресторанов готовы платить 5200 рублей за смену.  В ресторан быстрого питания требуется сотрудник, который будет готовить блюда по стандартам компании, принимать и выдавать заказы, работать на кассе. Обещана зарплата от 80 тыс. рублей. Повару-универсалу готовы платить от 75 тыс. рублей в месяц. При этом бонусом будет бесплатное проживание.

На базе отдыха в Широкой балке ждут горничную, которая будет убирать не только номера для гостей, но также беседки, территорию бассейна. Горничной предлагают бесплатное проживание и бесплатное трехразовое питание. За каждую смену она будет получать 3500 рублей на руки. Горничная, которая готова работать вахтовым методом в Абрау-Дюрсо – 90 суток,  будет зарабатывать до 4 тыс. рублей за сутки. Питание и проживание бесплатно.

Ждут администратора в мини-отеле на работу с мая по сентябрь с зарплатой от 80 тыс. рублей в месяц. В этом же  отеле требуется горничная с зарплатой от 60 тыс. в месяц.

Вакансии горничных, поваров, официантов, мойщиков посуды уборщиков есть в заведениях общепита, базах отдыха и гостиницах в Широкой балке, Мысхако, Абрау-Дюрсо. Ближе к лету их будет еще больше.",бонусом будет бесплатное проживание,203,4,"1,97044335",1,"0,4926108374"
72,,Инфоштаб - Astrakhanpost,https://dzen.ru/a/ZLFhjyXiK3gJp56L,2023,новостной,"Текущая неделя отличилась прорывом множества проблем, с которыми столкнулись астраханцы. Однако глава регионального правительства Олег Князев, обязанный их решать, предпочел сменить жаркую Астрахань на более приятную атмосферу. На это и обратил внимание известный астраханский журналист Александр Алымов.

«Болевых точек» в нашем регионе скопилось немало. Но теперь, похоже, «нарыв» вскрылся сразу в нескольких местах. И этот проблемный поток «нокаутировал» многих астраханцев. В своем телеграм-канале журналист отмечает, что есть трудности у фермеров, но подчиненный Князева — министр сельского хозяйства Пашаев не хочет их слышать. Жители Астрахани шокированы экспериментом с введением выделенных полос для автобусов, придуманным главой кабмина. Люди недовольны нововведением, приведшим к транспортному коллапсу, но чиновники не реагируют. А сельчане Володарского района испытывают трудности с водоснабжением. В наше-то жаркое астраханское лето! И это далеко не полный список.

Решение всех этих вопросов лежит в сфере деятельности председателя регионального правительства, которому, в свою очередь, подчиняются профильные министры. Но где же глава кабмина? — задается вопросом Александр Алымов. Как он реагирует на происходящее? Да, собственно, никак. Похоже, на время он отправил астраханские проблемы в стоп-лист и преспокойно уехал в отпуск.

«Казалось бы, что нужно сделать? Нужно мобилизоваться, нужно, возможно, предоставить людям ответы. Где у нас председатель правительства Князев сегодня? А он в отпуске. Он ушел с понедельника в отпуск. Такая реакция в тот момент, когда нужно приложить все усилия для активизации работы, очень показательна», — считает Александр Алымов.","прорывом множества проблем
сменить жаркую Астрахань на более приятную атмосферу
«Болевых точек» в нашем регионе скопилось немало.
«нарыв» вскрылся сразу в нескольких местах
проблемный поток «нокаутировал» многих астраханцев
В наше-то жаркое астраханское лето!
он отправил астраханские проблемы в стоп-лист",220,33,15,7,"3,181818182"
73,,Инфоштаб - Astrakhanpost,https://dzen.ru/a/ZRvuvcvI_1lTMMh_,2023,новостной,"Ценник на яйца в Астрахани продолжает совершать «кульбиты» вверх. За неделю их стоимость подросла на 2%. Об этом сообщают в Астраханьстате.

Так средняя цена за десяток «даров» курочек поднялась до 79,55 рублей. А в некоторых магазинах и того дороже. Объяснение происходящему найти сложно, ведь в Астраханской области работает несколько птицефабрик.

Кстати, подобная ситуация весьма похожа на ситуацию в ноябре 2013 года, когда, по данным регионального минэкономразвития, оптовые цены на яйца резко выросли на 116%, а розничные – на 125%. Астраханский губернатор, а это тогда был Александр Жилкин, предъявил птицефабрикам и торговцам данной продукции ультиматум, потребовав снизить стоимость. При этом пригрозил, что в случае отказа цены будут обрушены искусственно. Надо сказать, что такой «волшебный подзатыльник» от главы региона тогда сработал. Подробности портал Astrakhanpost.ru рассказывал ранее.

Впрочем, возвращаемся ко дню сегодняшнему. В Астраханьстате также рассказали и о росте ценника за последнюю семидневку и на ряд других продуктов. К примеру, на помидоры (на 3,5%) и бананы (на 3,2%). Зато лук, капусту, морковь, яблоки и картошку можно приобрести немного дешевле, чем неделей ранее.","Ценник на яйца в Астрахани продолжает совершать «кульбиты» вверх.
стоимость подросла
десяток «даров» курочек
цены будут обрушены
«волшебный подзатыльник» от главы региона
возвращаемся ко дню сегодняшнему
",166,21,"12,65060241",7,"4,21686747"
74,,ВЕСТИ,https://dzen.ru/a/W3wWMcQccgCpG4c-,2018,новостной,"Диагностика редких заболеваний может занимать большое количество времени. По оценкам специалистов из Стэнфордского университета (Stanford University), на поиск соответствующего симптомам и генотипу пациента заболевания может уходить до 20-40 часов времени высококвалифицированного специалиста. Эксперт рассматривает около 100 наиболее подозрительных мутаций в генах, предполагает, какая из них могла стать причиной болезни, проверяет свои предположения в литературе, затем переходит к следующей в случае неудачи.

Профессор Джилл Бежерано (Gill Bejerano) предложил компьютерный алгоритм под названием Франк (Phrank, phenotype + rank, соединение «фенотипа» и «ранга»), который может автоматизировать эти поиски. Программа сокращает время поиска на 90%, при этом экономя деньги за счет высвобождения рабочих часов врача.

Франк сравнивает симптомы и генетические данные пациента с базой, в которой содержатся сведения из медицинской литературы. Результатом сравнения является ранжированный список редких наследственных заболеваний, которые могли вызвать указанные симптомы. Таким образом у клинициста появляется «стартовая точка», от которой он может двигаться в направлении определения диагноза.

При создании алгоритма, в отличие от предыдущих подобных программ, ученые использовали медицинские данные реальных пациентов, поэтому Франк более эффективен. В частности, когда дело дошло до постановки диагноза самим алгоритмом, болезнь, которая действительно была у пациента, стояла четвертой в листе Франка и 33-й в списке, выданном более старым алгоритмом.

Кроме того, новая программа может помочь врачам в выявлении еще неизвестных наследственных заболеваний – если Франк не найдет упоминаний о симптомах у людей, он будет искать информацию о них в публикациях об экспериментах на животных. Джилл Бежерано пояснил, что, возможно, у людей то или иное заболевание могли до сих пор не диагностировать ни разу, а у мышей, например, оно уже проявлялось. Никто не заменит врача, подчеркнул профессор, но новые технологии могут сделать его работу более эффективной.","у клинициста появляется «стартовая точка», от которой он может двигаться в направлении определения диагноза
",266,14,"5,263157895",2,"0,7518796992"
75,,Газета.Ru,https://dzen.ru/a/XCHEeT-4RACqo5yc,2018,новостной,"Необычная форма астероида, быстрое вращение и состав представляют большой интерес с точки зрения уникальной возможности впервые изучить образец вещества, залетевшего в Солнечную систему из межзвездного пространства. Пожалуй, из всех известных науке астероидов Оумуамуа представляет наибольший интерес для астрономов. Его изучение позволило бы ученым узнать о том, где и как образовался необычный засланец, а также о свойствах межзвездного вещества, в котором он летел по направлению к Солнечной системе миллионы лет. А поскольку у человечества уже есть опыт отправки к кометам и астероидам автоматических станций, встает вопрос — можно ли отправить зонд для изучения Оумуамуа?

Ответ на него попыталась дать в своей статье группа ученых и инженеров, предложивших описание проекта «Лира».

Не так давно завершилась эпохальная и весьма сложная с точки зрения реализации миссия к комете Чурюмова-Герасименко. Однако эта комета вращается вокруг Солнца, и ученым нужно было лишь рассчитать траекторию и начало полета корабля, чтобы достичь ее в удобной точке. Поэтому главная сложность в отправке зонда к залетному астероиду — догнать его, ведь он уже находится на отлетной траектории и движется с огромной скорости, причем не в плоскости эклиптики.

Расчеты показывают, что гиперболическая скорость астероида составляет 26 км/c — что значительно больше скоростей, когда-либо достигнутых любыми рукотворными космическими аппаратами.

Известно, что аппарат Rosetta потратил 10 лет, чтобы догнать комету Чурюмова-Герасименко, а Juno — пять, чтобы долететь до Юпитера.

А самый быстрый космический аппарат, созданный человеком, «Вояджер-1» имеет скорость лишь 16,6 км/с.","
где и как образовался необычный засланец
встает вопрос
залетному астероиду",224,8,"3,571428571",4,"1,785714286"
76,,Вечерняя Москва,https://dzen.ru/a/ad0eKzljwSj4CBJP,2026,новостной,"Россия в начале апреля 2026 года продемонстрировала существенный рост экспорта зерновых, несмотря на сужение географии продаж. Согласно данным Российского зернового союза, если в аналогичный период прошлого года пшеница поставлялась в 14 стран, то сейчас число направлений сократилось до 11.

Несмотря на это, количественные показатели значительно улучшились: с 1 по 10 апреля объем отгрузок пшеницы превысил 1,1 миллиона тонн, что в 1,4 раза больше показателей предыдущего года. Общий экспорт основных видов зерновых культур вырос в 1,6 раза, достигнув 1,2 миллиона тонн.

Аналитики отметили резкое увеличение поставок ключевым партнерам. Так, экспорт в Египет вырос более чем в четыре раза (до 172 тысячи тонн), а в Турцию — в 1,6 раза (до 146,5 тысячи тонн). Также зафиксирован четырехкратный рост отгрузок в Кению, передает «Интерфакс».

Между тем сообщалось, что Индия продолжит покупать нефть у России, вне зависимости от того, станут ли США продлевать приостановку санкционных ограничений. Уже 11 апреля истекает 30-дневный срок исключения из американских санкций российской нефти.",сужение географии продаж,151,3,"1,986754967",1,"0,6622516556"
77,Николай Яременко,Росбалт,https://dzen.ru/a/aYgcEbQyR0fE8Ati,2026,новостной,"Об этом стало известно за два дня до отлета в Милан. Большая часть диванных экспертов, разумеется, стала искать всеобщий заговор против россиянина (мол, катался же он раньше под эту мелодию — и ничего), однако для объективного понимания произошедшего необходимо дистанцироваться от эмоциональных оценок и рассмотреть инцидент в плоскости спортивного права и менеджмента. Суть конфликта заключается в претензиях правообладателей на использование музыкального произведения, что в условиях современной медиасреды и жесткого контроля за интеллектуальной собственностью является не заговором и не давлением, а стандартной правовой процедурой.

В профессиональном спорте высших достижений музыкальное сопровождение не является просто фоном; это объект авторского права, использование которого в коммерческих трансляциях и на международных/государственных стартах требует предварительного согласования. Процедура «очистки» авторских прав — это стандартный бюрократический этап подготовки любой программы. В современных реалиях игнорирование этого аспекта или надежда на то, что использование трека останется незамеченным, является недопустимым анахронизмом.

Любое публичное исполнение произведения, тем более связанное с трансляцией на широкую аудиторию, накладывает на организаторов и команду спортсмена обязательства по соблюдению лицензионных соглашений. Если правообладатель (в данном случае — зарубежный) заявляет о запрете использования своего актива, спортивные федерации и структуры обязаны подчиниться, чтобы избежать многомиллионных исков и давления со стороны международных организаций.

При анализе сложившейся ситуации становится очевидным, что корень проблемы лежит не во внешних факторах или «кознях» оппонентов, а в плоскости управленческой безответственности. Подготовка спортсмена уровня сборной (хоть здесь формально сборной и нет — все выступают в нейтральном статусе — но ясно, что готовит фигуриста огромное число людей) — это работа огромного штаба, в задачи которого входит не только тренировочный процесс, но и полное юридическое сопровождение всех элементов программы.

Глупо искать виноватых во внешней среде, когда речь идет о базовом профессиональном упущении. Подобные юридические вопросы должны решаться руководством и штабом спортсмена заблаговременно, на этапе постановки программы, а не за несколько дней до старта. Команда фигуриста была обязана осознавать риски, связанные с использованием зарубежного контента в текущей геополитической и правовой обстановке. Надеяться на удачу или «традиционное невмешательство» правообладателей в последний момент — значит проявлять непрофессионализм, который в итоге бьет по самому спортсмену, вынужденному в стрессовом режиме менять наработанную программу.","диванных экспертов
мол, катался же он раньше под эту мелодию — и ничего
рассмотреть инцидент в плоскости спортивного права и менеджмента
Процедура «очистки» авторских прав
корень проблемы
в плоскости управленческой безответственности
«традиционное невмешательство» правообладателей в последний момент
непрофессионализм, который в итоге бьет по самому спортсмену",335,38,"11,34328358",8,"2,388059701"
78,,Planet Today,https://dzen.ru/a/Z8d-BqJGCVUEVfa2,2025,новостной,"Огромная мохнатая мышь против мыши дикого типа. Первая очень рыжая и пушистая с длинной волнистой шерстью, вторая имеет более гладкую коричневую шерсть

«Мы не просто впихнули гены мамонта в мышь, это было бы бессмысленно», — сказал Шапиро. «Мы обнаружили, что у мамонтов есть интересное изменение, а также интересное изменение в мышиной версии этих генов, которое привело к предсказуемому фенотипу. Это было идеальное место, и чтобы проверить нашу способность редактировать несколько вещей одновременно, мы выбрали 10 из этих генов и отредактировали их все одновременно».

Никаких непредвиденных последствий, кроме восхищения, не было.

«В некоторых из наших мышей мы использовали разные их комбинации, поэтому у самой отредактированной мыши изменения в семи разных локусах. На самом деле, есть восемь правок, но одна из них отредактирована в двух разных местах, и у нас есть наши ультрашерстяные мыши», - говорят исследователи.

Шерстяные мыши-колоссы отращивают волосы в три раза длиннее, чем мыши дикого типа. Это связано с изменениями в цикле роста волос, которые были изменены с помощью редактирования, вызывающего потерю функции гена фактора роста фибробластов 5, или FGF5. Шерстяная текстура волос возникает из-за потери функции FAM83G, FZD6 или TGM3, а изменения в развитии и структуре волосяных фолликулов привели к появлению курчавых усов.

То, о чем мы думаем, — это функциональное воскрешение. Никогда не будет возможным вернуть что-то, что на 100 процентов идентично по своей генетике, физиологии и поведению вымершему виду, но это и не наша цель.

Правки были тщательно проверены и протестированы, чтобы гарантировать, что благополучие животных будет сохранено, а генеральный директор и соучредитель Colossal Бен Ламм сказал: «Не было никаких непреднамеренных последствий, кроме умилительности. Мы не думали, что они будут такими милыми, как есть».","впихнули гены мамонта в мышь
Никаких непредвиденных последствий, кроме восхищения, не было.
ультрашерстяные мыши
Не было никаких непреднамеренных последствий, кроме умилительности.",262,18,"6,870229008",4,"1,526717557"
79,,Planet Today,https://dzen.ru/a/ZHPdrU8H7hPk-nfE,2023,новостной,"Ученые использовали звуковые волны для оценки состава верхней мантии Земли и обнаружили доказательства того, что около квадриллиона тонн алмазов могут быть похоронены где-то на глубине более 160 километров под нашими ногами.

Сейсмографы регистрируют волны от всех движений внутри Земли, таких как землетрясения. Это механические волны, движущиеся с определенной скоростью в зависимости от материала, через который они проходят.

Опираясь на полученные данные, исследователи попытались реконструировать, как устроены недра Земли — и вот тут-то они и наткнулись на кое-что интересное.

Они обнаружили определенные области, в которых сейсмические волны имеют тенденцию ускоряться без объяснения причин. Эти регионы называются «корнями кратона» и представляют собой древнейшие, наиболее неподвижные участки континентальных тектонических плит. Иногда их видят как перевернутые горы, простирающиеся на глубину до 320 километров.

Чтобы объяснить сейсмические данные, команда начала экспериментировать с возможным составом этих корней. Они пришли к выводу, что если эти структуры содержат от 1 до 2 процентов алмазов, то скорость сейсмических волн имеет смысл.

Это может показаться немного с точки зрения общего количества материала в коре и мантии, но это в 1000 раз больше алмазов, чем ожидалось.","около квадриллиона тонн алмазов могут быть похоронены где-то на глубине более 160 километров под нашими ногами
недра Земли
наткнулись на кое-что интересное
«корнями кратона»
экспериментировать с возможным составом этих корней
скорость сейсмических волн имеет смысл
",170,30,"17,64705882",7,"4,117647059"
80,,Москва 24,https://dzen.ru/a/XvS05Uci5TA86qcy,2020,новостной,"Все великое кино стало возможным благодаря небольшому ящику с функцией записи и воспроизведения движущихся предметов и людей. Братья Люмьер изобрели машину под названием ""Кинематограф"" (или ""Синематограф""), но кавычки здесь смело можно убирать, ведь именно они и положили начало кинематографу как индустрии. И практически подготовили мир к открытию кинотеатров, сделав кино одновременно и искусством, и досугом, и способом заработать деньги.

Но надо сказать, Братья Люмьер были не единственные и не первые, кто грезил кино. Просто у них это получилось лучше других, именно их изобретение стало популярным, а первые показы вызвали резонанс.

Платный киносеанс для зрителей братья Люмьер провели 28 декабря 1895 года в Париже. Именно это день вошел в историю как день рождения кинематографии. Однако это была далеко не первая демонстрация ""Кинескопа"". До этого сеансы проходили в Клинтоне, Нью-Йорке, Бостоне, Чикаго (где были представлены киноаппараты Вудвилла Латама), Берлине (Макс Складановский демонстрировал свой ""Биоскоп"").

Но именно парижский сеанс вызвал шквал восторгов, потому что людям показывали не рекламу аппарата, а сцены из обычной жизни. В репертуаре - ""Выход рабочих с фабрики Люмьер"", ""Вольтижировка, ""Ловля золотых рыбок"", ""Кузнецы"", ""Прыжок через одеяло"", ""Морское купание"" и другие. Первые фильмы трудно назвать фильмами в современном понимании: это были по сути ожившие фотографии братьев Луи и Огюста Люмьер. Знаменитое ""Прибытие поезда"" показали чуть позже, в начале 1896 года.","кто грезил кино
день рождения кинематографии
шквал восторгов
ожившие фотографии
",207,7,"3,381642512",5,"2,415458937"
81,,Известия,https://dzen.ru/a/agrmuFU4_3gzQ_oy,2026,новостной,"В начале второй половины мая доллар будет снижаться и находиться в диапазоне 70–74 рубля, евро закрепится в коридоре 83–86 рублей, а торги юанем на валютной секции Мосбиржи пройдут в пределах 10,50–11,00 рубля. Об этом 18 мая «Известиям» заявил член РАСО и экспертного совета Ассоциации форекс-дилеров по вопросам развития внебиржевого финансового рынка Андрей Лобода.

Центробанк России установил на 16 мая курс американской валюты на уровне 73,1 рубля, европейской — 85,1 рубля, китайской — 10,7 рубля. При этом, по данным Московской биржи, 18 мая юань торгуется на уровне 10,6 рубля.

«Главным фактором поддержки рубля остается нефтяная выручка. По данным ЦБ, в апреле экспортеры увеличили продажи на $14,9 млрд м/м — объем, способный удерживать курс в крепкой зоне еще несколько недель с учетом стандартного временного лага. Жесткая денежно-кредитная политика дополнительно работает в пользу рубля, удерживая капитал внутри страны и сохраняя привлекательность рублевых инструментов», — сообщил эксперт.

При этом Лобода обращает внимание и на факторы давления на рубль. Среди них — рост валютных покупок со стороны корпоративного сектора, усиление импорта в летний период, а также спекулятивный спрос на валюту на уровнях ниже 73 рублей за доллар.

С технической точки зрения ближайшей значимой целью укрепления рубля остается уровень 70 рублей за доллар, однако его достижение потребует сохранения текущего нефтяного импульса и стабильной геополитической ситуации.

Эксперт предупредил, что укрепление рубля может носить ограниченный характер. На фоне ускорения мировой инфляции и роста спроса на защитные активы к началу второго полугодия текущий период силы рубля может постепенно исчерпать себя.

Как отмечалось 13 мая, курс доллара на межбанковском рынке опустился ниже 73 рублей, составив 72,975 рубля (–1,11%). Это произошло впервые с 19 февраля 2023 года. В свою очередь курс евро уменьшился на 1,34% — до 85,45 рубля.","евро закрепится в коридоре 83–86 рублей
удерживать курс в крепкой зоне
работает в пользу рубля
привлекательность рублевых инструментов
факторы давления на рубль
рост валютных покупок
усиление импорта
укрепления рубля
текущего нефтяного импульса",272,24,"8,823529412",9,"3,308823529"
