,index,idiomatic_version
38,38,"text='Молоджан только так подумал, девушка сразу обернулась. Взгляд у нее веселый, улыбается широко и обращается полушутливо: — Что ты, Степан Петрович, смотришь на девушку из воздуха? За такое удовольствие надо платить. Подойди ближе. Давай поговорим немного. ' ratio=50.0"
39,39,"text='Не взяли его на заводскую работу — слишком он был слабым, силы не хватит даже на день работы. Приказчик отправил его помощником пастуха. Но и здесь Данилко оказался неподходящим работником. Мальчишка был старательным, однако постоянно допускал ошибки. Часто задумывался над чем-то своим: увидит какую-нибудь травинку и уставится взглядом на ползущую по листочку букашку — желтые пятнышки снизу, а лист широкий, края острые. Букашка сама синенькая, но коровы пасутся далеко. Старый пастух оказался добрым человеком, жалел сироту, но иногда сердился: — Что же получится из тебя, Данилко? Сам погубишь свою жизнь и заставишь меня отвечать за твои промахи. Как такое допустимо? О чём думаешь вообще? — Сам, дедушка, не понимаю… Просто смотрел немного. Видел маленькую букашку, ползущую по листочку: сама синенькая, а снизу желтые пятнышки видны; лист кажется тёмным, а посредине ярко-зелёный, словно недавно покрасили… А букашка медленно движется. — Ты совсем глупый, Данилко? Разве тебе нужно изучать насекомых? Пусть ползёт дальше, а твоя обязанность следить за стадом. Предупреждаю: прекрати эти пустяки, иначе расскажу обо всём приказчику! — Только одно занятие удалось Даниле — научиться играть на рожке лучше старого пастуха. Получалось почти профессионально. Вечером после возвращения стада девушка и женщины просили: — Давай сыграешь песню, Данила. Данилко начинал играть мелодию. Песни были необычные, звучали приятно, наподобие шума леса, журчания ручья или птичьего щебета. Женщины полюбили эти песни и стали помогать Даниле: одни чинили одежду, другие отрезали ткань на портянки, третьи шили новые рубашки. За едой разговоров не возникало — каждая старалась угостить повкуснее и побольше. Пастух-старик также любил песни Данилы. Однако и тут случались неприятности: начинал Данила играть музыку и забывал обо всём вокруг, словно коровы исчезли. Именно во время игры произошла беда.' ratio=38.0"
40,40,"text='В хату зашла крупная рыжеватая собака с черной полосой вдоль спины. Под глазами у неё находились чёрные полосы, изгибавшиеся наподобие оправы очков. Из-за этого её глаза выглядели крупными, и таким взглядом она словно задавала вопрос: «Почему ты зовёшь меня, хозяин?» Антипыч особым образом посмотрел на неё — и собака мгновенно поняла намерения человека. Он приглашал её исключительно ради дружеского общения, забавы и игры. Травка начала энергично махать хвостом, с каждым взмахом становясь всё ниже и ниже до тех пор, пока не улеглась на спину, выставив наружу белый живот с двенадцатью тёмными сосками. Когда Антипыч лишь слегка вытянул руку, она внезапно встрепенулась, запрыгнула на него лапами и принялась лизать его в разные части лица: в нос, щёки, губы. — Хватит, хватит! — произнёс он, усмиряя животное и стирая слюну рукавом. Затем он ласково провёл рукой по её голове и добавил: «Достаточно, возвращайся обратно». Собака развернулась и ушла во двор. — Так-то вот, ребята, — проговорил Антипыч. — Это Травка, охотничья собака, ей достаточно единственного указания, чтобы понять суть дела, тогда как вы, неразумные, задаёте вопросы типа: «Где находится истина?». Хорошо, приезжайте сюда. Но если пропустите нужный момент, я расскажу обо всём Травке. Затем началась Великая Отечественная война. Никто другой не занял должность сторожа и жилище Антипыча оказалось заброшенным. Домик сильно износился, значительно превзойдя возраст своего владельца, и поддерживался специальными подпорками. Однажды ветер разрушил постройку — и она тут же рассыпалась подобно карточному строению, которое легко рушится даже от слабого дуновения ребёнка. За один год высокие стебли растения Иван-чая пробились сквозь древесные элементы строения и оставили лишь небольшой земляной бугор, покрытый алыми цветками. Собака Травка переехала в картофельно-хранилище и приспособилась к жизни животного в лесных условиях.' ratio=39.0"
41,41,"text='Человек, который ни разу не видел, как растёт клюква, может пройти большое расстояние по болоту и не заметить, что он находится среди зарослей этой ягоды. Например, черника растет так: тонкий стебелек поднимается вертикально вверх, а вдоль него расположены небольшие зелёные листья, похожие на крылья, и на концах этих листьев находятся мелкие чёрные ягоды, покрытые серым пухом. Брусника отличается ярко-красными плодами и тёмно-зелёными листьями плотной структуры, сохраняющими цвет даже зимой; часто эти ягоды настолько многочисленны, что поверхность земли выглядит окрашенной красным. Кажущимся невидимым обитателем болот является голубика — синие ягоды, растущие группами. Иногда в отдалённых районах встречается костяника — красновато-рубиновые плоды, расположенные гроздьями. Однако единственная ягода, которую сложно увидеть сразу, — это весенняя клюква. Она скрывается между комочками почвы и практически незаметна снаружи до тех пор, пока на небольшом участке не скопится значительное количество ягод. Тогда сверху видно нечто вроде случайно разбросанных красных точек. Когда человек наклоняется, чтобы сорвать одну ягоду, он обнаруживает, что она соединена тонкой нитью с целой группой аналогичных плодов. Можно аккуратно извлечь из почвы длинную цепочку крупных ярко-красных ягод.' ratio=45.0"
42,42,"text=""История началась с обычной прогулки по берегу, превращавшейся в интересное расследование. Вечерело, и 48-летняя жительница Новой Зеландии Нейша Ринд вместе со своим сыном Кеей гуляли на пляже Океан Бэй в городе-курорте Тайруа. Среди множества обломков древесины и мусора, выброшенных приливами, выделялся необычный предмет. Он был от认定为一个标准的威士忌（Jack Daniel's）空瓶，内藏一张整齐折叠过的纸条。经清洗后，纸条上的字迹清晰可见，内容记录于2002年2月17日，署名者自称为杰克。信中提到他曾远在奥尔登群岛附近进行钓鱼活动。”} 在这个发现的过程中，孩子们起初误认其为一块覆盖着藻类的石头或砖块。在仔细擦拭掉瓶体上的厚层海胆和盐分后，他们发现了这份珍贵的遗书，内容不仅包含了作者的名字—杰克，还记录了他的活动地点——奥尔登群岛周边。“发现这封信的那一刻，孩子们的心脏都快从胸膛里蹦出来了。”母亲奈莎（Naisa）回忆道，“它让我想起那些著名的小说中的情节：《吉姆·卡特兰》里的孩子追踪着一封来自远方朋友的信。”然而，尽管这则故事似乎充满了奇幻色彩和浪漫气息，但它实际上却异常平凡。这只玻璃酒瓶在深海中漂泊了超过二十年的时间，经历了无数地质变化和海洋力量的影响，最终才被他们发现。“这样的罕见保存情况是极不寻常的”，专家们表示，“大多数玻璃瓶子一旦经过几个月的水浸，便会由于与岩石的直接接触而遭受破坏。”尽管如此，奈莎仍然希望现代技术能帮助她找到这个遗失已久的信件作者。然而，在社交媒体上发布信息后，并没有收到任何回复。“也许这封信上的文字太过古老和模糊，以至于没有人能够辨认出它的真面目。”奈莎无奈地补充道，“现在，唯一剩下的就是等待那位遥远的杰克回应。”期待能从信中了解更多关于他在二十年前奥尔登群岛周边钓鱼的经历。 } 这个过程虽然充满了不确定性与未知性，但对奈莎而言也是一次令人兴奋和满足的冒险旅程。 "" ratio=38.5"
43,43,"text='После того как Игорь Краснов был в назначенном качестве председателя Верховного Суда Российской Федерации, многие российские судьи прекратили свою деятельность из-за обвинений в коррупции и вынесении неправомерных судебных актов. О последних увольнениях сообщают аналитики агентства РИА Новости.' ratio=38.0"
44,44,"text='Ученые разработали биопленку, скрепляющуюся арканами природы — целлюлозой из растений и хитозаном из раковин морских животных. Этот материал способен не допускать проникновения воздуха и водяного пара. Через месяц после использования упаковка растворяется в природе, сохраняясь лишь на свалках под воздействием обычной температуры, влажности и микроорганизмов. В отличие от пластиковых пленок, она не наносит вреда окружающей среде, однако её эффективность зависит от условий разложения: при благоприятных условиях упаковка может подвергаться разложению на тысячи лет, что превышает срок службы обычных пластиковых пленок. Исследователи из Технологического института штата Джорджия предложили решение проблемы, создавая биопленку из натуральных компонентов, которые вырастают на кухнях домашних хозяек и в садах. Профессор Карсона Мередита из innovanews.ru отметил, что данная пленка может быть эффективнее обычных упаковочных материалов для защиты продуктов от порчи. Однако её пригодность зависит от условий разложения — она сохраняется на свалках под воздействием воды, температуры и микроорганизмов, превышая срок службы пластиковых пленок в течение нескольких десятков лет. В настоящее время биопленка представляет собой лабораторный образец, который недостаточно гибок для сгибания и требует дополнительного добавления пластификатора.' ratio=41.0"
45,45,"text='Эксперты заявляют, что домашние коты обладают такими мощными органами чувств, что их восприятие запахов превосходит человеческое в десять раз, а их способность слышать ультразвуковые сигналы поражает воображение. Движения и интонации речи хозяина вызывают у котов необычные реакции — они словно тонкие гидроэлектриники, чувствительные до мельчайших изменений окружающей обстановки. Такие чуткости делают кошек непрерывными наблюдателями жизни, способными предугадывать любые изменения в поведении хозяина — будь то тонкий переплетение голоса и эмоций, или даже дыхание, которое они чувствуют на коже. Исследования показали, что коты не просто реагируют на внешние приознавания, но и воспринимают человеческие эмоции — то есть способны различать радость от горя по выражению лица хозяина, его движениям или интонациям речи. Однако, к сожалению, они не могут диагностировать заболевания у человека. Исследования показали, что у кошек нет возможности подобно собакам выявлять онкологические заболевания по запаху мочи — их тренировка на этом направлении неосуществима, так как они слишком интуитивны для такой задачи. Однако взаимодействие с котами всё же оказывает благотворное влияние: снижает уровень стресса и тревоги у их хозяев.' ratio=48.0"
46,46,"text='Эволюционные линии большей части современных штаммов данной бактерии разделились приблизительно пять тысяч лет назад — в период неолита, когда население становилось всё более оседлым и начало жить в условиях увеличенного взаимодействия между собой. Такое положение дел могло привести к расширению ареала распространения и увеличению разнообразия патогенных микроорганизмов, передаваемых преимущественно путём капельной инфекции и контакта. Стрептококк пирогенес был найден в останках людей, проживавших в Европе и Африке около четырёх тысяч лет назад. Однако один штамм, выявленный в останках древней мумии Боливии, мог обособиться ещё ранее — примерно десять тысяч лет назад, предполагают исследователи. Первоначально микроорганизм мог проникнуть в Южную Америку вместе с мигрантами из Сибири, которые порядка двадцати двух тысяч лет назад преодолели Берингов пролив и начали постепенное заселение территории Северной Америки, а позже Южной. Скарлатина до изобретения современных антибактериальных препаратов являлась одной из ведущих причин смерти детей и инвалидизации — нередко приводя к потере зрения и слуховых функций. До выяснения учёными бактериальной природы заболевания, его симптоматику часто ошибочно принимали за проявления натуральной оспы, коревой краснухи или дифтерии — инфекционные болезни, традиционно рассматривались как патологии, сопровождающие колонизацию новых территорий: они появлялись среди переселенцев из Европы, прибывающих в Америку, и оказывали губительное воздействие на местное население, иммунитет которого оказался неподготовленным к противостоянию указанным патогенам. Однако современные учёные полагают, что данная точка зрения является чрезмерно упрощённой и возможно даже ошибочной: есть вероятность, что не только пиогенные стрептококки, но также и многие другие микроорганизмы, вызывающие инфекционные заболевания, уже длительное время существовали в Америке, намного раньше прибытия туда первых европейцев. В пользу данного предположения свидетельствуют данные последних научных исследований, посвящённых возбудителям такого заболевания как сифилис и возбудителю лепры.' ratio=39.0"
47,47,"text='Инженеры из Ирбитского моторного завода были приглашены создать чудесный мотоцикл, способный ускоряться так быстро, будто несется на велосипеде и с коляской одновременно. Эти показатели для большинства советских мотоциклов середины XX века казались выдающимися. Работа над новинкой шла скрытно, в условиях ограниченных ресурсов. Первые тестовые образцы появились уже к 1963 году, их внешний облик сохранял классический и узнаваемый характер «Урала», однако характеристики двигателя существенно улучшили: объем был увеличен до 1040 литров, а мощность поднята до 50 лошадиных сил. Чтобы учесть особенности воздуходинамики, была установлена специальная защитная оболочка на корпус мотоцикла. Однако идти на максимальную скорость в 150 км/ч оказалось не вполне достижимым — фактическая максимальная скорость составила 130-132 км/ч. Тем не менее, достигнутый результат произвел сильное впечатление у окружающих. Вскоре мотоциклы были выпущены ограниченным тиражом — примерно двадцать пять единиц, оснащенных колясками, которые направлялись подразделениям Госавтоинспекции СССР. Каждый мотоцикл был произведён индивидуально из-за ограниченных производственных мощностей и нерегулярной поставки уникальных деталей, что делало их создание не просто трудным, но и достаточно сложным для обслуживания. Несмотря на эти трудности, проект «Урал М-100» всё же вошел в историю советского мотопрома. Эти мотоциклы эксплуатировались примерно десять лет, но теперь память о них сохранилась только среди немногих энтузиастов и коллекционеров. Большинство оригинальных экземпляров уже утрачены, а те, что осталось, стали редкостью. В 2026 году Ирбитский завод снова поднялся на старт — начался выпуск модели «Урал Нео 500». Новый мотоцикл оснащён современным двигателем, объем которого составляет 446 литров с жидкостным охлаждением, мощность — 35 лошадиных сил, а газовая коробка передач имеет пятисекционный задний ход. Вес пустого мотоцикла — всего триста тридцать четыре килограмма. Внешний вид новинки напоминает современные туристические модели, так как в их конструкции включены светодиодные приборы, электронное табло и встроенный вентилятор переднего обзора. Создание этой модели было совместным проектом с крупным международным партнёром, целью которого был создание для мирового рынка. Проект «Урал М-100» доказывает, насколько амбициозные технические решения требуют учета реальных возможностей промышленного производства и позволяют вернуться на позиции в мировой индустрии мотоциклов. Наши специалисты сосредоточены на новых технологиях и международном сотрудничестве для стабилизации позиций завода.' ratio=42.0"
48,48,"text='Комплектующие и внутренние элементы конструкции модели Truckster обеспечивают насыщенность звука и высокий уровень стабильности строя. Основной материал инструмента — красное дерево для корпуса, кленовый топ и вклеенный гриф из махагони, обеспечивая великолепную мощность резонанса и продолжительное звучание, высоко ценятся музыкантами жанра рок. Конструктивное решение с вклеенным грифом и установленными активными звукоснимателями EMG делает инструмент надежным на сцене и позволяет получить чистый, мощный звук без посторонних шумов. Инструменты, подписанные Хэтфилдом, известны высоким качеством изготовления и надежностью комплектующих. Вместе с инструментом покупатель получает фирменный кожаный ремень Levy’s профессионального качества и иллюстрированную книгу, посвященную истории группы Metallica — такие комплекты редко встречаются в регионах, поскольку большинство инструментов серии ESP японского производства приобретают коллекционеры через специализированные международные торги. Фактические сведения о модели ESP Truckster: пятый инструмент для Хэтфилда; модель Truckster стала пятой подписной моделью, выпущенной ESP специально для Хэтфилда на основе корпуса модели ESP Eclipse, внешне схожей с известной гитарой Gibson Les Paul. Дизайн автомобиля: увлекающийся кастомными машинами и хот-родами Хэтфилд попросил разработчиков сделать новый инструмент в виде автомобиля с серым матовым покрытием, будто его не успели полностью покрасить; такой слегка поврежденный внешний вид стал отличительной чертой этой модели — без лакового покрытия и блестящей отделки. Фальшивый переключатель: тумблер сверху корпуса предназначен лишь для визуального соответствия винтажному стилю; рабочая функциональность регулируется с помощью нижнего переключателя; многоуровневое покрытие — для достижения эффекта состаренного внешнего вида: на производстве ESP наносят несколько слоев краски (серого, черного и белого цветов), после чего покрытие частично стирается вручную; это придает каждому инструменту индивидуальность, и даже два экземпляра из одной производственной партии выглядят по-разному.' ratio=38.0"
49,49,
50,50,"text='Продукт, несправедливо подвергшийся критике со стороны диетологов, — это свёкла обыкновенная или мангольд. В течение долгого времени эти продукты использовались преимущественно для придания блюдам цвета, например винегрета или борща. В наши дни в Европе стали популярными диеты, которые предлагают различные блюда из свёклы и её листьев, обладающих полезными свойствами: высоким содержанием железа, витаминов C и Йода, приятным вкусом и отсутствием горечи. Свёкла содержит важное и полезное для снижения веса вещество — бетаин, что подтверждает исследование врача-диетолога Светланы Бережной. Бетаин препятствует накоплению излишних жиров в организме и улучшает усвоение полноценного белка. Кроме того, сок свёклы содержит ферменты, которые улучшают водно-солевой баланс тела и обладают мочегонным действием, что особенно полезно для людей, малоподвижных и склонных к отекам. Для избавления от двух-трех килограммов достаточно нормализовать водно-солевой обмен, предотвращая скопление избыточной жидкости в тканях. Свёкла также богата клетчаткой и веществами, активизирующими деятельность кишечника и желчного пузыря, что делает её подходящим продуктом для проведения разгрузочного дня. Однако употребление одной отваренной и измельченной свёклы не обязательно должно вызывать тоску — из неё легко приготовить большое количество недорогих, вкусных и аппетитных блюд.' ratio=42.0"
51,51,"text='Росреестр Санкт-Петербурга выпустил отчет за первое полугодие 2026 года. В начале нового года рынок недвижимости преобразился: количество ипотечных кредитов увеличилось, а сделок на вторичном рынке практически не наблюдалось. Наиболее активным оказался сектор ипотеки – в январе-марте 2026 года было зарегистрировано 28346 ипотечных договоров, что на 14% превышает показатели аналогичного периода прошлого года. Это свидетельствует о том, что покупатели продолжают приобретать жилье, несмотря на высокие процентные ставки и ограниченный спрос на рынке недвижимости. На первичном рынке также произошел рост: в первом полугодии 2026 года было заключено 10299 договоров долевого строительства, что на 10% больше, чем год назад (тогда уже было 9366 договоров). Однако общий объем сделок купли-продажи жилых объектов лишь слегка возрос – разница между зарегистрированными правами собственности на основе договоров купли-продажи и обмена составила всего 257 единиц, что означает увеличение до 21890 объектов в первом полугодии 2026 года по сравнению с 21633 годом ранее. Напомним: в январе текущего года количество договоров долевого участия в строительстве увеличилось почти на два раза – количество договоров за январь 2026 года составило 4262, что на 57 единиц больше по сравнению с аналогичным периодом прошлого года (то есть было 2707). В января-феврале 2026 года в Санкт-Петербурге было зарегистрировано 8601 ипотечный договор, тогда как за январь прошлого года – уже 6664.' ratio=39.0"
52,52,"text='Когда государством была отменена льготная ипотека, способствовавшая быстрому развитию сектора индивидуального жилищного строительства (сегмента ИЖС), многие компании, одновременно осуществляющие несколько объектов постройки, столкнулись с финансовым кризисом и были вынуждены прекратить свою деятельность. Генеральный директор компании «Загородная недвижимость Урала» Александр Свитеньков сообщил, что из более чем тысячи предприятий, работающих в Екатеринбурге ранее на рынке ИЖС, сегодня продолжают функционировать и получают доступ к проектному финансированию около 40. В настоящее время средства банковских кредитов (от 50 до 100 миллионов рублей) недостаточны для обеспечения прежних объемов строительства. К примеру, несколько лет назад наша компания смогла возводить сто домов ежегодно, однако в прошлом году количество заложенных в проекте коттеджей уменьшилось до 28, а на текущий год заключено договоры на строительство от 12 до 15 домов. Это привело к необходимости сокращения штата сотрудников — изначально численность персонала составляла 37 человек, однако после уменьшения объемов строительства она была снижена до 10 человек в офисе и на строительной площадке осталось от 50 до 80 работников из исходного численности 400. Следует отметить, что появление высоких темпов инфляции привело к множеству случаев банкротства и в некоторых случаях даже к уголовным разбирательствам на рынке недвижимости. Эдуард Богданов подчеркнул, что стоимость загородной недвижимости выросла примерно на 15,2% за 2025 год, однако дальнейший рост сегмента замедлился. По его мнению, в текущем году возможно найти предложения со значительным снижением цен — отсутствие конкуренции среди продавцов позволяет занимать более широкий ассортимент предложений как среди земельных участков, так и жилых домов. Однако эксперты прогнозируют возобновление роста цен в период 2027–2028 года после снижения ставки по ипотечным кредитам, что увеличит число клиентов на рынке недвижимости. В результате этих факторов сегмент индивидуального жилья будет адаптироваться к новым условиям — компании с низкокачественными предложениями покинут рынок, тогда как организации с эффективным управлением и достаточными ресурсами укрепят свои позиции. Александр Игнатов отметил, что рынок выходит из периода хаотичного развития в более стабильную фазу — он предсказывает появление проектов комплексного продукта для конечного потребителя, таких как земельный участок с подведёнными коммуникациями и необходимой инфраструктурой или комбинированное предложение — «земельный участок и жилой дом», которое привлечет значительную часть спроса. Однако на реализацию крупных комплексных проектов требуется не только финансовая поддержка застройщиков, но и государственных структур в части инфраструктуры дорог и инженерных сетей, чего пока не наблюдается в полном объёме.' ratio=37.5"
53,53,"text='Угроза квантовых технологий разделила сообщество пользователей биткоина на две вражды: тех, кто поддерживал самостоятельный переход на механизмы защиты, и тех, кто предлагал принудительное ограничение обмена наиболее уязвимыми активами. Социум биткоинеров сталкивался с серьёзным идеологическим вызовом последних лет. Вопрос о защите сети от возможных угроз квантовых компьютеров привёл к разногласиям среди разработчиков. Один из руководителей компании Blockstream, Адам Бэк, обратился к сообществу с предложением добровольно перейти на новые защищённые механизмы безопасности. Другой представитель союза и разработчик проекта Casa, Джеймсон Лопп, выступил с идеей ограничить обмен миллионов биткоинов — включая активы предполагаемого основателя криптовалюты Сатоши Накамото. Рабочий спор, ещё недавно рассматривавшийся исключительно как теоретический, приобрёл повышенную срочность после публикации результатов исследований специалистов компании Google в марте текущего года. В отчёте объемом свыше 50 страниц были представлены методики и подходы, значительно снижающие затраты на вскрытие криптографических схем, лежащих в основе безопасного функционирования сетей биткоина, эфириума и большинства иных цифровых валют. По данным учёных, высокопроизводительные компьютеры, способные реализовать подобные атаки, появятся раньше прогнозируемых сроков — не к середине 2030-х годов, а уже ближе к концу текущего десятилетия. Речь идёт о потенциальной опасности для миллионов единиц цифровой валюты старого образца, принадлежащих различным участникам рынка, включая предполагаемые накопления основателя биткоина Сатоши Накамото. По расчётам исследователей Google, общая сумма таких активов составляет около 2,3 миллиона биткоинов — что эквивалентно примерно 170 миллиардам долларов США по состоянию на апрель 2023 года. Атака с использованием квантового компьютера против блокчейна подразумевает возможность восстановления закрытого ключа пользователя по открытому. Ключевая задача подобного взлома сейчас представляется крайне сложной и практически невыполнимой с точки зрения современных вычислительных мощностей, однако квантовые алгоритмы позволяют решить её гораздо быстрее и проще. Первый сценарий предполагает, что злоумышленник выявляет адреса, чьи открытые ключи уже раскрыты, и получает доступ к активам путём расчёта соответствующего закрытого ключа. Второй вариант развития событий предусматривает ситуацию, когда злоумышленник перехватывает транзакцию до момента её добавления в блок цепи, добывая открытый ключ и вычисляя закрытый ключ, затем замещая оригинальную транзакцию собственной. Более опасным является именно второй способ атаки, поскольку он угрожает не только старому и малоподвижному капиталу, но и любым обычным переводам внутри системы.' ratio=38.0"
